Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,310,Aggravated Misdemeanor,Violent,Other Violent
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,310,C Felony,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Other Drug,Parole,Yes,1JD,Yes,Parole,311,D Felony,Public Order,Traffic
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,312,D Felony,Property,Burglary
2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,313,D Felony,Public Order,Other Public Order
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,314,C Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,314,D Felony,Drug,Drug Possession
2010,2013,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,318,D Felony,Public Order,OWI
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,319,C Felony,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,321,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,8JD,Yes,Parole,323,D Felony,Violent,Assault
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Property,Theft,Parole,Yes,1JD,Yes,Parole,324,Aggravated Misdemeanor,Drug,Drug Possession
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,324,D Felony,Public Order,OWI
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,325,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,326,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Other Drug,Parole,Yes,8JD,Yes,Parole,328,D Felony,Public Order,Traffic
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,329,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,Parole,Yes,1JD,Yes,Parole,329,D Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,330,Serious Misdemeanor,Public Order,OWI
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Drug Possession,Parole,Yes,2JD,Yes,Parole,330,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,332,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,332,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,Yes,5JD,Yes,Parole,332,Aggravated Misdemeanor,Property,Theft
2010,2013,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,334,Aggravated Misdemeanor,Violent,Assault
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,335,C Felony,Drug,Trafficking
2010,2013,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,336,Serious Misdemeanor,Public Order,OWI
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,2JD,Yes,Parole,341,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,341,Aggravated Misdemeanor,Violent,Assault
2010,2013,White - Non-Hispanic,35-44,D Felony,Violent,Sex,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,342,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,5JD,Yes,Parole,344,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,345,D Felony,Property,Forgery/Fraud
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,345,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,Black - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,346,C Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,Yes,7JD,Yes,Parole,346,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,347,Serious Misdemeanor,Public Order,OWI
2010,2013,White - Non-Hispanic,35-44,D Felony,Violent,Other Violent,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,348,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,348,Aggravated Misdemeanor,Public Order,OWI
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,349,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,4JD,Yes,Parole,350,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,350,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,352,D Felony,Violent,Assault
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,353,Aggravated Misdemeanor,Public Order,OWI
2010,2013,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,353,Aggravated Misdemeanor,Property,Theft
2010,2013,Black - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,355,Aggravated Misdemeanor,Property,Forgery/Fraud
2010,2013,White - Non-Hispanic,55 and Older,C Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,358,D Felony,Property,Burglary
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,359,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,35-44,D Felony,Public Order,Sex Offender Registry/Residency,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,360,D Felony,Public Order,Other Public Order
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,360,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,360,D Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,362,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,362,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,364,Aggravated Misdemeanor,Violent,Other Violent
2010,2013,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,2JD,Yes,Parole,366,Serious Misdemeanor,Drug,Drug Possession
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,366,Aggravated Misdemeanor,Public Order,Weapons
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Public Order,Flight/Escape,Parole,Yes,7JD,Yes,Parole,370,C Felony,Drug,Trafficking
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,7JD,Yes,Parole,370,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Drug Possession,Parole,Yes,8JD,Yes,Parole,370,D Felony,Property,Forgery/Fraud
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,371,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,371,C Felony,Drug,Trafficking
2010,2013,Black - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,371,Aggravated Misdemeanor,Violent,Assault
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,372,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,372,Aggravated Misdemeanor,Drug,Drug Possession
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,372,Aggravated Misdemeanor,Public Order,Alcohol
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,372,C Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,373,C Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,373,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,374,Aggravated Misdemeanor,Violent,Assault
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,375,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,376,D Felony,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,377,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,377,D Felony,Property,Forgery/Fraud
2010,2013,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,377,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,378,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,379,D Felony,Property,Forgery/Fraud
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,379,Aggravated Misdemeanor,Public Order,Alcohol
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,382,C Felony,Property,Burglary
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,382,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,383,C Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,Flight/Escape,Parole,Yes,1JD,Yes,Parole,385,D Felony,Property,Theft
2010,2013,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,386,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,386,D Felony,Drug,Trafficking
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,387,Aggravated Misdemeanor,Violent,Assault
2010,2013,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,387,D Felony,Public Order,OWI
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,388,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,Black - Non-Hispanic,35-44,Felony - Enhanced,Public Order,Weapons,Parole,Yes,3JD,Yes,Parole,388,Serious Misdemeanor,Public Order,Flight/Escape
2010,2013,White - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,391,D Felony,Violent,Assault
2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,1JD,Yes,Parole,391,Aggravated Misdemeanor,Public Order,OWI
2010,2013,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,392,D Felony,Drug,Drug Possession
2010,2013,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,392,D Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,393,C Felony,Violent,Robbery
2010,2013,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,393,Aggravated Misdemeanor,Property,Theft
2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,394,D Felony,Property,Burglary
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,395,D Felony,Drug,Drug Possession
2010,2013,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,396,D Felony,Public Order,OWI
2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,399,D Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,399,D Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,400,Serious Misdemeanor,Drug,Drug Possession
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,401,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,402,D Felony,Property,Theft
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,403,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,404,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,405,B Felony,Drug,Trafficking
2010,2013,American Indian or Alaska Native - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,405,B Felony,Drug,Trafficking
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,406,D Felony,Property,Forgery/Fraud
2010,2013,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,4JD,Yes,Parole,406,Aggravated Misdemeanor,Violent,Assault
2010,2013,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,7JD,Yes,Parole,406,Aggravated Misdemeanor,Drug,Drug Possession
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,407,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,Yes,1JD,Yes,Parole,408,Aggravated Misdemeanor,Property,Theft
2010,2013,Black - Non-Hispanic,35-44,Felony - Enhanced,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,409,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,410,Aggravated Misdemeanor,Property,Burglary
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,411,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,White - Non-Hispanic,55 and Older,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,411,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,411,D Felony,Property,Burglary
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,Yes,3JD,Yes,Parole,412,D Felony,Property,Theft
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,412,Aggravated Misdemeanor,Property,Theft
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,412,D Felony,Violent,Assault
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,412,Serious Misdemeanor,Public Order,Other Public Order
2010,2013,Black - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,414,Aggravated Misdemeanor,Violent,Sex
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,419,D Felony,Public Order,Weapons
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,421,D Felony,Drug,Drug Possession
2010,2013,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,422,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,Yes,2JD,Yes,Parole,424,C Felony,Drug,Trafficking
2010,2013,Black - Non-Hispanic,45-54,Felony - Enhanced,Violent,Robbery,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,425,D Felony,Property,Forgery/Fraud
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,426,D Felony,Violent,Assault
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,426,Aggravated Misdemeanor,Property,Forgery/Fraud
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,430,Felony - Enhancement to Original Penalty,Other,Other Criminal
